title,網址,標籤,keywords
綠花椰菜，鐵含量是蔬菜之冠,https://www.everydayhealth.com.tw//article/5664,"['健康小撇步', '花椰菜', '蔬菜', '鐵', '維生素C', '減重']","['鐵', '之冠', '花椰菜', '健康小撇步', '健康', '蔬菜', '維生素C', '維他命', '減重']"
早上喝水300cc，降低血液濃度預防中風,https://www.everydayhealth.com.tw//article/5665,"['健康小撇步', '喝水', '多喝水', '水', '減重']","['喝水', '健康小撇步', '300cc', 'gl', 'http', 'goo', '多喝水', '減重', '水']"
熬夜4晚，胰島素的敏銳度會下降30％，脂肪會越來越多,https://www.everydayhealth.com.tw//article/5667,"['健康小撇步', '肥胖', '脂肪', '胰島素', '熬夜', '代謝', '減重']","['肥胖', '健康小撇步', '越來越', '敏銳度', '脂肪', '代謝', '胰島素', '熬夜', '減重']"
綠豆化養粥，養腸胃,https://www.everydayhealth.com.tw//article/5669,"['健康小撇步', '綠豆', '腸胃', '腸胃健康']","['腸胃健康', '健康小撇步', '化養', '2000cc', '腸胃', '洗淨', '綠豆']"
常曬太陽的人，容易從食物中吸收更多鈣質,https://www.everydayhealth.com.tw//article/5670,"['健康小撇步', '太陽', '曬太陽', '鈣']","['40%', '鈣', '健康小撇步', '健康', '曬太陽', '鈣質', '吸收', '太陽']"
早餐9點前吃完，健康不發胖,https://www.everydayhealth.com.tw//article/5676,"['健康小撇步', '懶人瘦身', '瘦身', '早餐']","['健康小撇步', '健康', '懶人瘦身', '瘦身', '點前', '早餐', '時間', '發胖']"
吃肉前先吃蔬菜，可以減少脂肪進入體內,https://www.everydayhealth.com.tw//article/5677,"['健康小撇步', '蔬菜', '吃飯順序', '用餐順序', '飲食順序', '瘦身', '減重']","['飲食順序', '體內', '健康小撇步', '飯時', '健康', '吃飯順序', '蔬菜', '脂肪', '瘦身', '減重', '用餐順序']"
蟑螂最怕肥皂水！,https://www.everydayhealth.com.tw//article/5679,"['健康小撇步', '蟑螂', '打掃']","['掰掰', '健康小撇步', '健康', '打掃', '討厭', '蟑螂', '肥皂水']"
每天跳繩50次，可以增加骨密度,https://www.everydayhealth.com.tw//article/5680,"['健康小撇步', '骨質疏鬆', '骨質疏鬆症', '骨骼', '跳繩', '運動']","['50', '骨密度', '骨骼', '跳繩', '健康小撇步', '健康', '骨質疏鬆', '骨質疏鬆症', '運動', '跳躍']"
睡覺時，手機調成飛航模式，記憶力不減退,https://www.everydayhealth.com.tw//article/5681,"['健康小撇步', '睡眠', '睡眠品質', '電磁波', '減重']","['記憶力', '睡眠', '健康小撇步', '睡覺時', '健康', '電磁波', '睡眠品質', '手機', '減重', '飛航']"
新鮮的青椒表皮有彈性，感覺起來有脆度,https://www.everydayhealth.com.tw//article/5682,"['健康小撇步', '蔬菜', '挑選']","['彈性', '健康小撇步', '新鮮', '挑選', '有點', '健康', '蔬菜', '青椒']"
入睡後30～60分鐘為熟睡狀態，也是大腦完全休息的時段,https://www.everydayhealth.com.tw//article/5688,"['健康小撇步', '深度睡眠', '睡眠', '睡眠品質', '睡眠障礙', '大腦']","['睡眠障礙', '狀態', '睡眠', '健康小撇步', '入睡', '大腦', '深度睡眠', '睡眠品質', '30', '60']"
睡眠時血液中的一氧化氮會增加，有助於記憶力,https://www.everydayhealth.com.tw//article/5689,"['健康小撇步', '睡眠品質', '記憶力', '減重', '睡眠']","['記憶力', '睡眠', '健康小撇步', '健康', '有助於', '一氧化氮', '睡眠品質', '減重']"
牛奶與巧克力可以降低辛辣食物導致的舌頭灼熱感,https://www.everydayhealth.com.tw//article/5690,"['健康小撇步', '牛奶', '巧克力', '辣']","['牛奶', '健康小撇步', '健康', '辣到', '巧克力', '辣', '辣油']"
消除疲勞，充分休息最有效,https://www.everydayhealth.com.tw//article/5691,"['健康小撇步', '消除疲勞', '疲勞', '睡眠']","['疲勞', '睡眠', '健康小撇步', '還是', '健康', '沒有', '休息', '消除疲勞']"
閱讀促進大腦思考，降低失智風險,https://www.everydayhealth.com.tw//article/5692,"['健康小撇步', '失智', '失智症', '大腦']","['失智症', '健康小撇步', '閱讀', '大腦', '失智', '風險', '促進']"
女性每週吃2次魚，可降低25％罹患憂鬱症機率,https://www.everydayhealth.com.tw//article/5693,"['健康小撇步', '魚', '憂鬱症', '女性']","['魚', '次魚', '健康小撇步', '每週', '機率', '憂鬱症', '女性', '罹患']"
南台登革出血熱爆增25％ 死亡數增加44％,https://www.everydayhealth.com.tw//article/8393,"['保健新聞', '生活']","['生活', '登革熱', '上週', '疫情', '疾管署', '協助', '保健新聞']"
蓮霧紅的發黑最甜，若有碰撞最好快點吃完,https://www.everydayhealth.com.tw//article/5697,"['健康小撇步', '水果', '挑選']","['健康小撇步', '挑選', '健康', '水果', '好吃', '蓮霧', '發黑', '比較']"
韓國治癌教父：精神免疫療法，自己打造癌症自動遠離的自癒力,https://www.everydayhealth.com.tw//article/5019,"['其他身心健康', '大笑', '抗癌', '自信']","['重拾', '其他身心健康', '癌症', '治癌', '自信', '大笑', '療法', '抗癌', '病患']"
便秘找對原因，腸胃才不老！血虛、氣滯、實熱這樣解便秘,https://www.everydayhealth.com.tw//article/5560,"['對抗老化', '便祕', '腸道', '老化', '宿便', '女性']","['便祕', '開始', '女性', '宿便', '腸道', '石垣', '對抗老化', '老化']"
正確洗頭5步驟,https://www.everydayhealth.com.tw//article/5603,"['健康小撇步', '洗頭髮', '梳頭', '按摩頭皮', '頭髮', '頭髮保養']","['正確', '健康小撇步', '洗髮精', '健康', '頭皮', '頭髮保養', '洗頭髮', '梳頭', '頭髮', '洗頭', '按摩頭皮']"
多走樓梯，有益健康,https://www.everydayhealth.com.tw//article/5604,"['健康小撇步', '健康常識', '健康瘦', '走路', '運動', '減重']","['健康小撇步', '健康', '健康瘦', '走路', '時間', '15', '運動', '減重', '健康常識', '分鐘']"
每天只睡5小時，發胖機率比睡8小時的人高73％,https://www.everydayhealth.com.tw//article/5609,"['健康小撇步', '減重']","['機率比', '健康小撇步', '健康', '小時', '想瘦', '減重', '發胖']"
以前的人吃一餐咀嚼3990次，咀嚼可以瘦臉喔,https://www.everydayhealth.com.tw//article/5610,"['健康小撇步', '瘦臉', '瘦身']","['咀嚼', '健康小撇步', '健康', '瘦身', '3990', '一餐', '瘦臉']"
吃一顆肉粽的熱量，要爬101兩趟才消耗得完,https://www.everydayhealth.com.tw//article/5611,"['健康小撇步', '熱量', '減重']","['消耗', '健康小撇步', '健康', '端午節', '熱量', '減重', '一顆']"
乾眼症3成因，多眨眼就可以改善！,https://www.everydayhealth.com.tw//article/5612,"['健康小撇步', '乾眼症', '睡眠', '減重']","['螢幕', '睡眠', '健康小撇步', '健康', '乾眼症', '乾澀', '記得', '減重']"
笑，可以提升免疫力,https://www.everydayhealth.com.tw//article/5613,"['健康小撇步', '免疫力', '大笑']","['疾病', '德國', '健康小撇步', '健康', '大笑', '免疫力', '快樂']"
爬一層樓梯，相當於平地走38步,https://www.everydayhealth.com.tw//article/5614,"['健康小撇步', '走路', '懶人運動', '運動', '運動計畫', '減重']","['38', '運動計畫', '健康小撇步', '健康', '相當於', '走路', '一層', '運動', '減重', '懶人運動', '樓梯']"
早餐就喝 營養豆漿飲品~,https://www.everydayhealth.com.tw//article/5619,"['健康小撇步', '豆漿', '早餐', '五穀雜糧', '穀物']","['穀物', '蕎麥', '五穀雜糧', '健康小撇步', '飲品', '營養', '製作', '早餐', '豆漿']"
睡姿3建議,https://www.everydayhealth.com.tw//article/5620,"['健康小撇步', '睡姿', '睡眠品質', '減重', '睡眠']","['睡眠', '健康小撇步', '健康', '休息', '睡眠品質', '專屬', '睡姿', '減重']"
蔬菜汁的食物纖維比蔬菜少4成,https://www.everydayhealth.com.tw//article/5621,"['健康小撇步', '蔬菜', '果菜汁']","['食物', '健康小撇步', '健康', '蔬菜汁', '纖維', '蔬菜', '果菜汁']"
週末睡到自然醒 不如每天固定小睡25分鐘，消除疲勞,https://www.everydayhealth.com.tw//article/5622,"['健康小撇步', '自然醒', '消除疲勞', '疲勞']","['消除', '自然醒', '25', '疲勞', '健康小撇步', '週末', '消除疲勞', '分鐘']"
每月吃200g核桃，罹患糖尿病比例比不吃的人少24％,https://www.everydayhealth.com.tw//article/5623,"['健康小撇步', '減重']","['200g', '堅果', '健康小撇步', '健康', '罹患', '核桃', '減重']"
飯後散步15分鐘，跟平時走路45分鐘一樣好,https://www.everydayhealth.com.tw//article/5625,"['健康小撇步', '走路', '散步', '血糖', '降血糖']","['降血糖', '45', '血糖', '健康小撇步', '一樣', '走路', '散步', '15', '分鐘']"
職業病可申請重大傷病卡，搞懂遊戲規則減輕醫藥費,https://www.everydayhealth.com.tw//article/5478,"['西醫醫學', '就醫', '醫療資源', '減重']","['就醫', '醫療資源', '醫藥費', '申請', '障礙', '西醫醫學', '傷病', '負擔', '減重']"
清洗蔬果六大招，農藥不殘留,https://www.everydayhealth.com.tw//article/5566,"['生活智慧', '蔬果']","['營養學', '殘留', '蔬果', '清洗', '農藥', '生活智慧']"
左右腦教養法，專家教你養出創意十足又謹慎細心的孩子,https://www.everydayhealth.com.tw//article/5586,"['其他身心健康', '教育', '情緒管理', '時間管理']","['教育', '表現', '右腦', '其他身心健康', '學習', '孩子', '時間管理', '情緒管理', '父母']"
掌握簡單生活十招 拒當「疲累超人」,https://www.everydayhealth.com.tw//article/5587,"['其他身心健康', '消除疲勞', '疲勞', '放鬆', '情緒', '情緒管理', '憤怒', '自信', '失眠', '頭痛', '睡眠']","['疲勞', '睡眠', '簡單', '擺脫', '其他身心健康', '分鐘', '消除疲勞', '失眠', '頭痛', '試著', '憤怒', '自信', '情緒管理', '15', '情緒', '放鬆']"
消炎藥讓你流失維生素C！服藥+食補避免副作用,https://www.everydayhealth.com.tw//article/5597,"['健康飲食', '成藥', '藥物', '藥物殘留', '補助', '食補', '均衡營養', '營養', '營養師', '咳嗽', '藍莓']","['成藥', '咳嗽', '營養', '營養師', '均衡營養', '藍莓', '維生素', '營養素', '藥物', 'CoQ10', '藥物殘留', '健康飲食', '食補', '補助']"
做到3件事，就能讓另一半幫你整理收納,https://www.everydayhealth.com.tw//article/5598,"['收納', '整理', '讚美', '兩性']","['誇獎', '對方', '喜歡', '整理', '兩性', '讚美', '收納']"
飯前30分鐘先吃蔬果 減緩脂肪吸收,https://www.everydayhealth.com.tw//article/5588,"['健康小撇步', '蔬菜', '多吃水果', '水果', '吃飯順序', '瘦身', '減重']","['健康小撇步', '多吃水果', '健康', '吃飯順序', '蔬菜', '水果', '脂肪', '瘦身', '減緩', '蔬果', '減重']"
咖啡成癮腰臀肥？小心「腎上腺疲勞」拖垮你,https://www.everydayhealth.com.tw//article/5589,"['養生保健', '腎臟', '憂鬱', '壓力', '減重']","['疲勞', '本間', '壓力', '腎臟', '憂鬱', '養生保健', '攝取', '減重', '腎上腺']"
南瓜連皮吃！專業醫師不疲勞的飲食4原則,https://www.everydayhealth.com.tw//article/5590,"['健康飲食', '減重']","['疲勞', '飲食', '本間', '連皮', '健康飲食', '減重', '腎上腺']"
一天兩次飯前喝蘋果醋或檸檬汁加水 提高脂肪代謝~,https://www.everydayhealth.com.tw//article/5591,"['健康小撇步', '吃飯順序', '檸檬', '檸檬水', '脂肪', '新陳代謝', '減重']","['新陳代謝', '蘋果醋', '兩次', '檸檬水', '健康小撇步', '健康', '檸檬', '吃飯順序', '脂肪', '檸檬汁', '減重']"
買蛋要選蛋殼粗糙才新鮮！,https://www.everydayhealth.com.tw//article/5592,"['健康小撇步', '雞蛋', '挑食材']","['雞蛋', '健康小撇步', '新鮮', '粗糙', '健康', '挑食材', '蛋殼']"
枕頭10％重量來自塵蹣！每周清洗寢具去塵蹣！,https://www.everydayhealth.com.tw//article/5593,['健康小撇步'],"['枕頭', '健康小撇步', '來自', '塵蟎', '清洗', '寢具']"
心血管保健關鍵8問，最多人想知道的問題，一次解答！（上）,https://www.everydayhealth.com.tw//article/5577,"['養生保健', '紅麴', '心肌梗塞', '心臟病', '心血管', '膽固醇', '不飽和脂肪酸', '脂肪', '脂肪肝', '高血脂', '高血壓', '高血糖', '減重']","['心臟病', '心血管', '不飽和脂肪酸', '紅麴', '脂肪酸', '脂肪肝', '高血糖', '飽和', '細胞', '脂肪', '不飽和', '養生保健', '膽固醇', '高血脂', '高血壓', '心肌梗塞', '減重']"
心血管保健關鍵8問，最多人想知道的問題，一次解答！（下）,https://www.everydayhealth.com.tw//article/5578,"['養生保健', '減重']","['中風', '馬上', '心跳', '養生保健', '心臟', '減重', '小腿']"
黑心油傷身？醫學博士教你吃好油代謝壞油，不用憂,https://www.everydayhealth.com.tw//article/5582,"['健康飲食', '地溝油', '油', '餿水油', '健康資訊', '橄欖油', '減重']","['博士', '健康資訊', '餿水油', '陳俊旭', '壞油', '地溝油', '代謝', '健康飲食', '油', '橄欖油', '減重']"
驅寒助代謝！寒性體質必吃，7種祛寒暖身食材,https://www.everydayhealth.com.tw//article/5130,"['健康飲食', '虛寒', '體溫', '南瓜', '薑', '手腳冰冷', '消除疲勞', '蔥', '減重']","['體溫', '末梢', '南瓜', '手腳冰冷', '減重', '消除疲勞', '薑', '蔥', '維他命', '健康飲食', '促進', '擴張', '虛寒']"
聰明善用橘子柳丁，暈車、疲勞、頭痛輕鬆紓緩,https://www.everydayhealth.com.tw//article/5556,"['健康飲食', '頭暈', '偏頭痛', '消除疲勞', '疲勞', '橘子', '洋蔥', '減重']","['頭暈', '疲勞', '偏頭痛', '橘子', '消除疲勞', '頭痛', '洋蔥', '暈車', '暈船', '健康飲食', '減重']"
黑豆的膳食纖維是蘋果的兩倍~,https://www.everydayhealth.com.tw//article/5561,"['健康小撇步', '黑豆', '蘋果', '纖維', '膳食纖維', '優質蛋白質', '植物性蛋白質', '蛋白質', '減重']","['蘋果', '蛋白質', '公克', '健康小撇步', '優質蛋白質', '纖維', '膳食纖維', '黑豆', '抗老', '植物性蛋白質', '減重']"
別讓寶寶喝母乳還過敏？過敏權威醫師教你2招解法,https://www.everydayhealth.com.tw//article/5251,"['健康飲食', '母乳', '皮膚過敏', '過敏', '異位性皮膚炎']","['皮膚過敏', '皮膚', '異位', '過敏', '寶寶', '異位性皮膚炎', '母乳', '健康飲食']"
5萬人見證！一根湯匙讓你眼睛不疲勞,https://www.everydayhealth.com.tw//article/5516,"['養生保健', '眼睛', '眼睛疲勞', '老花眼', '護眼', '保健', '保養']","['眼睛疲勞', '太陽穴', '步驟', '湯匙', '眼睛', '輕輕', '養生保健', '保養', '保健', '護眼', '老花眼']"
每天吃半包金針菇 持續一週以上 排便更順暢,https://www.everydayhealth.com.tw//article/5519,"['健康小撇步', '金針菇', '健康飲食', '健康資訊', '排便', '排便不順暢', '瘦身', '瘦身計畫', '減重']","['一週', '半包', '健康資訊', '健康小撇步', '排便', '健康飲食', '瘦身', '瘦身計畫', '順暢', '金針菇', '持續', '減重', '排便不順暢']"
早餐只吃優格 快速減去內臟脂肪~,https://www.everydayhealth.com.tw//article/5520,"['健康小撇步', '優格', '脂肪', '體脂肪', '早餐', '減重']","['健康小撇步', '減去', '內臟', '健康', '體脂肪', '早餐', '脂肪', '優格', '減重']"
瘦身教主鄭多燕這樣吃！,https://www.everydayhealth.com.tw//article/5521,"['健康小撇步', '瘦身', '瘦身計畫', '吃不胖', '少量多餐', '減重']","['消水腫', '健康小撇步', '鄭多燕', '健康', '少量多餐', '瘦身', '瘦身計畫', '攝取', '減重', '吃不胖']"
壞天氣有害健康,https://www.everydayhealth.com.tw//article/5522,"['健康小撇步', '健康常識', '心血管', '血管']","['血管', '心血管', '健康小撇步', '健康', '壞天氣', 'gl', 'http', 'goo', '健康常識']"
15分鐘 擺脫疲勞5法則！,https://www.everydayhealth.com.tw//article/5528,"['健康小撇步', '消除疲勞', '疲勞']","['疲勞', '健康小撇步', '還是', '消除疲勞', '頭痛', '15', '分鐘']"
早上一杯蜂蜜水，潤腸通便保持健康,https://www.everydayhealth.com.tw//article/5529,"['健康小撇步', '蜂蜜', '腸胃', '腸胃健康', '健康飲食', '飲食習慣', '減重', '腸胃蠕動']","['腸胃健康', '健康小撇步', '肝臟', '健康', '腸胃', '一杯', '蜂蜜水', '腸胃蠕動', '飲食習慣', '健康飲食', '減重', '蜂蜜']"
吃香蕉提升免疫力，預防感冒,https://www.everydayhealth.com.tw//article/5530,"['健康小撇步', '香蕉', '香蕉減肥', '感冒', '免疫力']","['香蕉', '健康小撇步', '預防', '健康', '香蕉減肥', '小時', '感冒', '免疫力']"
吃蒜頭能保持血液暢通，效果不亞於阿斯匹靈,https://www.everydayhealth.com.tw//article/5531,"['健康小撇步', '大蒜', '促進血液循環', '血液循環', '健康飲食', '無毒飲食']","['無毒飲食', '血液循環', '阿斯', '匹靈', '促進血液循環', '健康小撇步', '健康', '蒜頭', '大蒜', '健康飲食']"
體溫降低1度 免疫力下降30％,https://www.everydayhealth.com.tw//article/5532,"['健康小撇步', '免疫力', '體溫']","['體溫', '健康小撇步', '冷氣', '健康', '30', '免疫力']"
大笑一分鐘，等於慢跑十分鐘,https://www.everydayhealth.com.tw//article/5533,"['健康小撇步', '大笑', '慢跑', '懶人運動', '規律運動', '健康常識', '減重']","['等於', '健康小撇步', '慢跑', '分鐘', '大笑', '運動', '減重', '健康常識', '懶人運動', '規律運動']"
120白醋水，輕鬆除水垢,https://www.everydayhealth.com.tw//article/5539,"['健康小撇步', '生活', '生活妙招', '清潔', '胃痛', '居家', '家事']","['120', '胃痛', '健康小撇步', '生活', '健康', '白醋', '水垢', '家事', '清潔', '居家', '浴室', '生活妙招']"
輕鬆煮蛋,https://www.everydayhealth.com.tw//article/5540,"['健康小撇步', '雞蛋', '居家', '減重']","['電鍋', '雞蛋', '健康小撇步', '健康', '煮蛋', '蒸蛋', '減重', '輕鬆', '居家']"
早起時，腦部會大量分泌幸福賀爾蒙,https://www.everydayhealth.com.tw//article/5541,"['健康小撇步', '早起', '生活妙招', '生活常識', '生活習慣']","['生活習慣', '起床', '早起', '血清素', '生活常識', '分泌', '健康小撇步', '健康', '腦部', '生活妙招']"
睡覺一定要關燈，避免干擾褪黑激素影響睡眠,https://www.everydayhealth.com.tw//article/5542,"['健康小撇步', '生活習慣', '生活常識', '熟睡', '睡眠', '睡眠品質', '減重']","['生活習慣', '影響', '生活常識', '睡眠', '健康小撇步', '變得', '習慣', '熟睡', '睡眠品質', '駝背', '呼吸', '減重']"
有效率燃燒脂肪，運動前飲食是關鍵,https://www.everydayhealth.com.tw//article/5543,"['健康小撇步', '規律運動', '運動', '運動計畫', '飲食習慣', '飲食順序', '減重']","['飲食順序', '運動計畫', '飲食', '健康小撇步', '飲食習慣', '關鍵', '脂肪', '燃燒', '運動', '減重', '規律運動']"
每天走路30分鐘，有助於增加骨骼強度,https://www.everydayhealth.com.tw//article/5544,"['健康小撇步', '懶人運動', '有氧運動', '無氧運動', '規律運動', '運動計畫', '骨骼']","['運動計畫', '骨骼', '強度', '健康小撇步', '分鐘', '有氧運動', '有助於', '無氧運動', '30', '骨頭', '懶人運動', '規律運動']"
黑豆中的大豆異黃酮比黃豆高！降血脂效果好,https://www.everydayhealth.com.tw//article/5550,"['健康小撇步', '血脂', '黑豆', '不飽和脂肪酸', '減重']","['不飽和脂肪酸', '黃豆', '大豆', '健康小撇步', '血脂', '脂肪', '黑豆', '減重', '異黃酮']"
肩膀痠痛 按壓手指間,https://www.everydayhealth.com.tw//article/5551,"['健康小撇步', '肩膀酸痛', '肩頸痠痛']","['健康小撇步', '肩膀', '健康', '妙招', '肩頸痠痛', '痠痛', '肩膀酸痛', '酸痛']"
紅糖的葡萄糖是白糖的30倍 對寒性經痛有溫通止痛的效果,https://www.everydayhealth.com.tw//article/5552,"['健康小撇步', '經痛', '止痛', '減重']","['紅糖', '止痛', '健康小撇步', '寒性', '經痛', '30', '溫通', '減重']"
多吃南瓜、綠豆 減少眼周皺紋,https://www.everydayhealth.com.tw//article/5553,"['健康小撇步', '眼睛', '南瓜', '綠豆', '皺紋']","['黃綠色', '眼睛', '南瓜', '皺紋', '健康小撇步', '蔬菜', '眼周', '綠豆']"
多喝水~排出體內毒澱粉,https://www.everydayhealth.com.tw//article/5557,"['健康小撇步', '喝水', '多喝水', '水', '排毒', '毒素', '減重', '食物毒素']","['體內', '喝水', '健康小撇步', '排出', '健康', '食物毒素', '澱粉', '排毒', '毒素', '多喝水', '減重', '水']"
牙齒保健4提醒,https://www.everydayhealth.com.tw//article/5558,"['健康小撇步', '刷牙', '成人型牙周炎致病菌', '牙刷', '牙周病', '牙痛', '牙齒', '牙齒，蛀牙，刷牙', '磨牙', '蛀牙']","['牙齒，蛀牙，刷牙', '要人命', '健康小撇步', '健康', '刷牙', '牙周病', '成人型牙周炎致病菌', '蛀牙', '牙刷', '牙痛', '磨牙', '好好', '牙齒']"
多按穴道 消眼袋~,https://www.everydayhealth.com.tw//article/5496,"['健康小撇步', '穴道', '穴道按摩', '眼睛', '眼睛疲勞', '眼袋', '護眼', '黑眼圈']","['眼睛疲勞', '眼袋', '步驟', '眼睛', '健康小撇步', '健康', '黑眼圈', '吃宵夜', '穴道', '穴道按摩', '護眼']"
每天10分鐘 消除黑眼圈！,https://www.everydayhealth.com.tw//article/5498,"['健康小撇步', '黑眼圈', '眼睛', '護眼', '按摩', '穴道按摩', '經絡按摩']","['眼睛', '健康小撇步', '10', '經絡按摩', '健康', '黑眼圈', '穴道按摩', '護眼', '按摩', '分鐘']"
吃完大蒜 可以這樣消口臭！,https://www.everydayhealth.com.tw//article/5499,"['健康小撇步', '大蒜', '口臭']","['這樣', '增強', '健康小撇步', '健康', '食材', '口臭', '大蒜']"
每天1~2杯檸檬水 改善腎結石,https://www.everydayhealth.com.tw//article/5500,"['健康小撇步', '檸檬', '檸檬水', '腎結石', '鹼性', '減重']","['檸檬水', '健康小撇步', '健康', '檸檬', '檸檬汁', '腎結石', '鹼性', '減重']"
餐前200cc低脂牛奶 打造易瘦體質,https://www.everydayhealth.com.tw//article/5501,"['健康小撇步', '牛奶', '健康瘦', '易瘦體質', '瘦身', '瘦身計畫', '減重']","['牛奶', '餐前', '健康小撇步', '健康', '易瘦體質', '瘦身', '健康瘦', '瘦身計畫', '減重', '200cc', '低脂']"
腰痛、腳浮腫時 多泡腳~,https://www.everydayhealth.com.tw//article/5502,"['健康小撇步', '腰痠背痛', '泡腳', '減重', '腳底痛']","['血液循環', '泡腳', '腰痠背痛', '健康小撇步', '浮腫', '腳底痛', '運動', '促進', '減重', '足浴']"
每天用牙線 可多活6.4年,https://www.everydayhealth.com.tw//article/5507,"['健康小撇步', '刷牙', '牙刷', '牙齒', '牙齒，蛀牙，刷牙']","['牙齒，蛀牙，刷牙', '健康小撇步', '健康', '牙線', '越來越', '刷牙', '6.4', '習慣', '牙刷', '牙齒']"
從指甲看健康～,https://www.everydayhealth.com.tw//article/5509,"['健康小撇步', '指甲', '指甲油', '疲勞']","['指甲油', '疲勞', '健康小撇步', '健康', '越來越', '指甲', '直線', '的話']"
「大笑」多消耗20％卡路里、增加40％免疫力,https://www.everydayhealth.com.tw//article/5510,"['健康小撇步', '大笑', '卡路里', '免疫力', '止痛', 'β腦嗎啡']","['消耗', '止痛', '健康小撇步', 'β腦嗎啡', '健康', '卡路里', '大笑', '免疫力']"
走路加快速度 燃燒卡路里！,https://www.everydayhealth.com.tw//article/5511,"['健康小撇步', '健走', '走路', '卡路里', '體力', '減重']","['健康小撇步', '有點', '10', '體力', '卡路里', '健走', '走路', '燃燒', '減重']"
飯前吃一米粒的鹽 有助消化,https://www.everydayhealth.com.tw//article/5512,"['健康小撇步', '鹽分', '助消化', '消化', '減重']","['消化', '試試看', '助消化', '健康小撇步', '健康', '鹽分', '減重', '飯前', '吃點']"
一元硬幣防汙法,https://www.everydayhealth.com.tw//article/5513,"['健康小撇步', '清潔']","['防污', '一元', '健康小撇步', '濾杯', '硬幣', '清潔']"
看懂這8項 血液檢查報告再也不複雜,https://www.everydayhealth.com.tw//article/2098,"['西醫醫學', '血液', '通血食物']","['貧血', '參考值', '判斷', '西醫醫學', '血紅素', '血液', '紅血球', '通血食物']"
神奇肩胛骨柔軟術，3招改善痠痛、失眠、頭痛、手腳麻,https://www.everydayhealth.com.tw//article/5460,"['養生保健', '五十肩', '肩關節', '有氧運動', '運動', '減重', '肩頸痠痛']","['五十肩', '肩胛骨', '柔軟', '有氧運動', '肩頸痠痛', '養生保健', '肩關節', '痠痛', '運動', '減重', '肌肉']"
早上一杯生薑汽泡水，通便、發汗還能防過食,https://www.everydayhealth.com.tw//article/5462,"['健康飲食', '生薑', '碳酸水', '碳酸美容', '宿便', '排便不順暢', '流汗', '發汗', '減肥', '便祕']","['便祕', '碳酸水', '公克', '宿便', '減肥', '飲用', '排便不順暢', '發汗', '碳酸美容', '促進', '健康飲食', '流汗', '生薑']"
日本不用藥名醫隨時都在做的長壽秘訣：深呼吸,https://www.everydayhealth.com.tw//article/5465,"['對抗老化', '呼吸', '呼吸訓練', '腹式呼吸', '減重']","['腹式', '呼吸訓練', '交感神經', '腹式呼吸', '對抗老化', '呼吸', '減重', '放鬆', '長壽']"
每個媽媽都會做！日本長高權威力薦的長高食譜,https://www.everydayhealth.com.tw//article/5471,"['健康飲食', '身高', '蛋白質', '長高', '生長激素', '魚', '雞肉', '雞胸肉', '櫻花蝦', '吻仔魚', '減重', '鈣']","['雞里', '魚', '牛奶', '身高', '生長激素', '蛋白質', '雞肉', '吻仔魚', '鈣', '長高', '成長', '櫻花蝦', '雞胸肉', '健康飲食', '減重', '喝牛奶']"
愛喝大骨湯小心喝進重金屬！俠醫林杰樑教你用洋蔥煮出美味高湯,https://www.everydayhealth.com.tw//article/5472,"['健康飲食', '洋蔥', '芹菜', '火鍋', '喝湯', '湯', '蔬菜湯', '重金屬', '香菜', '減重']","['香菜', '喝湯', '火鍋', '芹菜', '湯', '重金屬', '洋蔥', '蔬菜湯', '高湯', '健康飲食', '減重']"
生薑切碎放在枕邊 有助睡眠,https://www.everydayhealth.com.tw//article/5487,"['健康小撇步', '熟睡', '睡眠', '睡眠策略', '睡眠障礙']","['睡眠障礙', '睡眠', '健康小撇步', '美人', '切碎', '睡眠策略', '熟睡', '今晚', '好眠', '生薑']"
睡眠時間短=品質差？不用藥名醫教你5招睡好覺,https://www.everydayhealth.com.tw//article/5488,"['失眠問題', '深度睡眠', '熟睡', '睡眠', '睡眠品質', '睡眠策略', '午睡', '失眠', '安眠', '減重']","['安眠', '睡眠', '岡本裕', '午睡', '小時', '失眠問題', '失眠', '深度睡眠', '睡眠策略', '熟睡', '睡眠品質', '減重', '品質', 'Tip']"
掌握6大原則 奶嘴使用安心不依賴,https://www.everydayhealth.com.tw//article/5265,"['兒童教育', '嬰兒', '育兒', '寶寶', '生活妙招', '哄小孩', '奶嘴']","['育兒', '兒童教育', '護理', '妙招', '寶寶', '哄小孩', '資深', '奶嘴', '嬰兒', '生活妙招']"
病後人生教你搞懂勞保，傷病不慘虧,https://www.everydayhealth.com.tw//article/5457,"['西醫醫學', '中風', '補助']","['勞保', '中風', '給付', '申請', '西醫醫學', '失能', '補助', '勞保局']"
最愛吃的食物一早吃！平衡荷爾蒙6大飲食法,https://www.everydayhealth.com.tw//article/5461,"['健康飲食', '均衡飲食', '女性', '女性荷爾蒙', '食物纖維', '飲食習慣', '減重']","['女性荷爾蒙', '食物', '飲食', '女性', '食物纖維', '荷爾蒙', '均衡飲食', '維持', '飲食習慣', '健康飲食', '減重']"
甜橘子--外皮平滑細緻,https://www.everydayhealth.com.tw//article/5473,"['健康小撇步', '食物纖維', '多吃水果', '柑橘類水果', '水果', '生活智慧']","['細緻', '健康小撇步', '多吃水果', '健康', '柑橘類水果', '橘子', '食物纖維', '水果', '外皮', '比較', '生活智慧']"
